Wavenumber;HDPE;PS;PA6;PET;PMMA;PP
2163.74;95.8143;98.382;98.9951;101.626;100.127;98.8161
2165.6685;95.7531;98.3423;98.9599;101.62;100.123;98.7851
2167.5969;95.732;98.3372;98.9574;101.665;100.127;98.7793
2169.5254;95.7404;98.3588;98.9836;101.74;100.133;98.7925
2171.4539;95.7627;98.395;99.0268;101.813;100.139;98.8153
2173.3823;95.7844;98.4314;99.0701;101.86;100.146;98.8378
2175.3108;95.7944;98.4544;99.0977;101.864;100.155;98.8524
2177.2393;95.7879;98.4554;99.1012;101.831;100.167;98.8561
2179.1677;95.7662;98.4333;99.0845;101.777;100.179;98.8514
2181.0962;95.7351;98.3952;99.0601;101.725;100.185;98.8441
2183.0247;95.7014;98.3527;99.0412;101.689;100.182;98.8393
2184.9531;95.6697;98.3161;99.0335;101.673;100.165;98.838
2186.8816;95.6421;98.2904;99.0339;101.675;100.139;98.8366
2188.8101;95.6194;98.2744;99.0339;101.686;100.108;98.8291
2190.7385;95.603;98.2638;99.0261;101.701;100.082;98.812
2192.667;95.595;98.2556;99.0076;101.717;100.066;98.7867
2194.5955;95.5973;98.2497;98.9806;101.732;100.062;98.7598
2196.5239;95.6089;98.2482;98.9498;101.745;100.069;98.7406
2198.4524;95.6255;98.2522;98.9213;101.752;100.083;98.736
2200.3809;95.6407;98.2597;98.9009;101.754;100.097;98.7473
2202.3093;95.6486;98.266;98.893;101.752;100.106;98.769
2204.2378;95.6457;98.2666;98.8988;101.751;100.108;98.7911
2206.1663;95.6323;98.2599;98.9152;101.75;100.103;98.8041
2208.0947;95.6115;98.2487;98.9351;101.75;100.097;98.8032
2210.0232;95.5877;98.2385;98.9497;101.748;100.094;98.7901
2211.9517;95.5659;98.2346;98.9527;101.741;100.095;98.7713
2213.8801;95.55;98.239;98.9435;101.731;100.1;98.7542
2215.8086;95.5432;98.2507;98.9271;101.723;100.106;98.7436
2217.7371;95.5461;98.2663;98.9116;101.722;100.109;98.7408
2219.6655;95.5571;98.2814;98.9039;101.733;100.109;98.7435
2221.594;95.5716;98.2919;98.9059;101.756;100.108;98.7483
2223.5225;95.5836;98.2941;98.9146;101.785;100.108;98.7516
2225.4509;95.5882;98.2862;98.9242;101.814;100.111;98.7506
2227.3794;95.5831;98.2692;98.9295;101.833;100.115;98.7439
2229.3079;95.57;98.2478;98.929;101.838;100.117;98.7332
2231.2363;95.553;98.2284;98.9253;101.825;100.116;98.7225
2233.1648;95.5364;98.2161;98.9222;101.798;100.115;98.7172
2235.0933;95.5223;98.2112;98.9212;101.761;100.116;98.7205
2237.0217;95.5102;98.2094;98.9206;101.722;100.122;98.7309
2238.9502;95.4985;98.2049;98.916;101.688;100.13;98.7427
2240.8787;95.486;98.1951;98.9039;101.662;100.137;98.7486
2242.8071;95.474;98.1826;98.885;101.645;100.136;98.7446
2244.7356;95.4649;98.1738;98.8638;101.631;100.128;98.7324
2246.6641;95.4606;98.1735;98.846;101.617;100.113;98.7176
2248.5925;95.4604;98.1811;98.8345;101.599;100.097;98.7061
2250.521;95.4604;98.1896;98.828;101.575;100.082;98.6996
2252.4495;95.4561;98.1902;98.8217;101.548;100.071;98.6952
2254.3779;95.4445;98.1774;98.8113;101.517;100.062;98.6878
2256.3064;95.4264;98.1522;98.7953;101.483;100.053;98.6744
2258.2349;95.4059;98.1216;98.7752;101.446;100.041;98.6562
2260.1633;95.3878;98.0938;98.7539;101.408;100.029;98.6376
2262.0918;95.3759;98.0746;98.7335;101.37;100.019;98.6233
2264.0203;95.3708;98.0657;98.7146;101.334;100.014;98.6156
2265.9487;95.3712;98.0655;98.6981;101.302;100.019;98.6138
2267.8772;95.3744;98.0708;98.6856;101.274;100.034;98.6153
2269.8057;95.3775;98.0785;98.6794;101.252;100.054;98.6181
2271.7341;95.3769;98.0852;98.6809;101.241;100.074;98.6207
2273.6626;95.3694;98.0876;98.6884;101.244;100.087;98.6227
2275.5911;95.3522;98.0834;98.6976;101.262;100.088;98.6231
2277.5195;95.3251;98.0721;98.7034;101.285;100.077;98.6205
2279.448;95.2906;98.055;98.7026;101.3;100.057;98.6137
2281.3765;95.2541;98.0348;98.6946;101.286;100.037;98.6032
2283.3049;95.2215;98.0143;98.6807;101.227;100.019;98.5915
2285.2334;95.1972;97.9956;98.6623;101.119;100.007;98.5827
2287.1619;95.1828;97.9797;98.6398;100.965;100;98.58
2289.0903;95.1771;97.9669;98.6128;100.78;99.995;98.5843
2291.0188;95.1771;97.9576;98.5818;100.58;99.9899;98.5935
2292.9473;95.1796;97.952;98.5486;100.378;99.9841;98.603
2294.8757;95.1821;97.9496;98.5166;100.18;99.9788;98.6087
2296.8042;95.1826;97.9491;98.4885;99.9834;99.9764;98.609
2298.7327;95.1797;97.9485;98.4648;99.7791;99.9784;98.6054
2300.6611;95.1722;97.9455;98.4427;99.552;99.9848;98.6014
2302.5896;95.1593;97.9382;98.4172;99.2876;99.993;98.6004
2304.5181;95.1416;97.9261;98.3845;98.9773;99.9997;98.6045
2306.4465;95.121;97.9102;98.3437;98.6234;100.003;98.6133
2308.375;95.1009;97.8932;98.2985;98.2386;100.002;98.6252
2310.3035;95.0843;97.8779;98.2554;97.8366;100.002;98.6382
2312.2319;95.0718;97.8658;98.2199;97.42;100.008;98.65
2314.1604;95.0612;97.856;98.1937;96.9713;100.025;98.6589
2316.0889;95.0488;97.8448;98.1739;96.4586;100.055;98.6633
2318.0173;95.0324;97.8289;98.1557;95.8539;100.095;98.6632
2319.9458;95.0159;97.8076;98.1362;95.1549;100.139;98.6617
2321.8743;95.0097;97.7857;98.1173;94.3956;100.187;98.6642
2323.8027;95.027;97.7711;98.1048;93.6391;100.238;98.6774
2325.7312;95.0756;97.7706;98.1048;92.9522;100.299;98.7042
2327.6597;95.1502;97.7841;98.1187;92.3768;100.369;98.7412
2329.5881;95.2327;97.803;98.1403;91.9108;100.443;98.7794
2331.5166;95.3016;97.8154;98.1577;91.5097;100.509;98.8089
2333.4451;95.3448;97.8128;98.1585;91.1161;100.558;98.8243
2335.3735;95.3653;97.7963;98.1365;90.7152;100.586;98.826
2337.302;95.3762;97.7773;98.0984;90.3921;100.593;98.8176
2339.2305;95.3878;97.7716;98.0633;90.3206;100.58;98.8019
2341.1589;95.3977;97.7872;98.0493;90.618;100.545;98.7796
2343.0874;95.3962;97.8173;98.0591;91.1969;100.496;98.7517
2345.0159;95.378;97.8511;98.0841;91.8327;100.443;98.7226
2346.9443;95.3468;97.8841;98.1191;92.3337;100.394;98.6995
2348.8728;95.3128;97.9184;98.1635;92.5879;100.36;98.6899
2350.8013;95.2901;97.9557;98.214;92.5039;100.354;98.7016
2352.7297;95.2979;97.9931;98.2585;91.957;100.399;98.7423
2354.6582;95.3584;98.0214;98.2749;90.8143;100.525;98.8183
2356.5867;95.4832;98.0273;98.2418;89.109;100.739;98.9262
2358.5151;95.6442;98.0045;98.1647;87.3165;100.986;99.0359
2360.4436;95.7666;97.9663;98.087;86.2624;101.136;99.0913
2362.3721;95.7995;97.9377;98.0479;86.388;101.112;99.062
2364.3005;95.7661;97.9303;98.0443;87.4255;100.964;98.9774
2366.229;95.7105;97.9398;98.0562;88.9269;100.779;98.8856
2368.1575;95.6529;97.9573;98.0727;90.6212;100.602;98.8135
2370.0859;95.5971;97.9761;98.092;92.3563;100.445;98.7659
2372.0144;95.5445;97.9929;98.1165;94.015;100.311;98.7358
2373.9429;95.4986;98.0068;98.1483;95.5168;100.202;98.7144
2375.8713;95.4616;98.0182;98.1879;96.8305;100.117;98.6957
2377.7998;95.4338;98.0286;98.2336;97.9616;100.056;98.6769
2379.7283;95.4133;98.0398;98.2828;98.9289;100.017;98.6581
2381.6567;95.3983;98.0536;98.3322;99.7485;99.9949;98.641
2383.5852;95.3872;98.071;98.3793;100.429;99.9864;98.6273
2385.5137;95.3792;98.0917;98.4217;100.972;99.9869;98.6184
2387.4421;95.3742;98.1139;98.458;101.377;99.9924;98.6144
2389.3706;95.3716;98.1349;98.4875;101.652;99.9996;98.6142
2391.2991;95.3709;98.1523;98.5104;101.814;100.006;98.6164
2393.2275;95.3713;98.1644;98.5276;101.892;100.011;98.6196
2395.156;95.3722;98.1713;98.5403;101.921;100.014;98.6228
2397.0845;95.3734;98.174;98.5488;101.928;100.016;98.6252
2399.0129;95.3745;98.1739;98.553;101.929;100.017;98.6262
2400.9414;95.3752;98.1717;98.553;101.93;100.018;98.6252
2402.8699;95.3746;98.1681;98.5496;101.928;100.018;98.6219
2404.7983;95.3719;98.1639;98.5448;101.922;100.019;98.6176
2406.7268;95.3668;98.1603;98.5408;101.915;100.02;98.6143
2408.6553;95.36;98.1586;98.5388;101.908;100.023;98.6136
2410.5837;95.353;98.1591;98.5387;101.905;100.025;98.6159
2412.5122;95.3474;98.1612;98.5388;101.907;100.026;98.6193
2414.4407;95.3437;98.1632;98.5375;101.913;100.026;98.6213
2416.3691;95.3415;98.1634;98.5335;101.92;100.024;98.6197
2418.2976;95.3396;98.1602;98.527;101.926;100.02;98.6144
2420.2261;95.3367;98.1539;98.5192;101.929;100.015;98.6069
2422.1545;95.3329;98.1456;98.5125;101.928;100.009;98.5991
2424.083;95.3297;98.1378;98.509;101.922;100.004;98.5923
2426.0115;95.3294;98.1331;98.5106;101.914;100.002;98.5876
2427.9399;95.3334;98.1329;98.5175;101.908;100.004;98.5858
2429.8684;95.3408;98.1364;98.528;101.905;100.011;98.5877
2431.7969;95.3484;98.1405;98.5385;101.907;100.022;98.5935
2433.7253;95.352;98.1415;98.5442;101.913;100.033;98.6016
2435.6538;95.3488;98.1367;98.5419;101.921;100.041;98.6087
2437.5823;95.339;98.1262;98.5307;101.927;100.043;98.6113
2439.5107;95.3258;98.1132;98.5135;101.93;100.039;98.6078
2441.4392;95.3131;98.1024;98.4952;101.928;100.033;98.5997
2443.3677;95.3033;98.0973;98.4805;101.921;100.028;98.5908
2445.2961;95.2961;98.0987;98.4717;101.908;100.026;98.5853
2447.2246;95.2891;98.1042;98.4673;101.892;100.028;98.5848
2449.1531;95.2805;98.1097;98.4636;101.878;100.029;98.5877
2451.0815;95.2705;98.1113;98.4562;101.872;100.029;98.5907
2453.01;95.2614;98.1077;98.4429;101.875;100.024;98.5907
2454.9385;95.2565;98.1002;98.4248;101.89;100.016;98.5869
2456.8669;95.2575;98.0924;98.4059;101.913;100.008;98.5811
2458.7954;95.2633;98.0878;98.3914;101.937;100.003;98.5762
2460.7239;95.2707;98.0883;98.3854;101.956;100.003;98.5743
2462.6523;95.2758;98.0928;98.3887;101.966;100.009;98.5759
2464.5808;95.2761;98.098;98.3984;101.966;100.017;98.5794
2466.5093;95.271;98.0995;98.4088;101.96;100.024;98.5824
2468.4377;95.2618;98.0951;98.4139;101.95;100.028;98.5835
2470.3662;95.251;98.0857;98.41;101.943;100.027;98.5828
2472.2947;95.2408;98.0752;98.3975;101.94;100.023;98.5819
2474.2231;95.233;98.068;98.3808;101.942;100.018;98.5825
2476.1516;95.2283;98.0665;98.3655;101.946;100.016;98.5856
2478.0801;95.2257;98.0692;98.3556;101.951;100.019;98.5899
2480.0085;95.2235;98.0717;98.3514;101.954;100.024;98.5929
2481.937;95.2195;98.0695;98.3495;101.954;100.031;98.5923
2483.8655;95.2131;98.0609;98.3457;101.953;100.034;98.5872
2485.7939;95.2051;98.0485;98.3381;101.952;100.034;98.5796
2487.7224;95.1985;98.0376;98.3284;101.95;100.031;98.5733
2489.6509;95.1959;98.033;98.3207;101.948;100.027;98.5717
2491.5793;95.1979;98.0367;98.3185;101.945;100.025;98.5762
2493.5078;95.2026;98.046;98.3218;101.94;100.025;98.5848
2495.4363;95.2061;98.0556;98.3268;101.933;100.026;98.5936
2497.3647;95.2054;98.0605;98.3282;101.924;100.026;98.5985
2499.2932;95.1997;98.0583;98.322;101.915;100.026;98.5977
2501.2217;95.1914;98.051;98.3079;101.907;100.024;98.5916
2503.1501;95.1836;98.0426;98.2894;101.9;100.023;98.5828
2505.0786;95.1782;98.0371;98.2712;101.896;100.022;98.5738
2507.0071;95.1752;98.0362;98.2572;101.896;100.021;98.5668
2508.9355;95.1727;98.0382;98.2485;101.902;100.019;98.5624
2510.864;95.1693;98.0398;98.2437;101.911;100.015;98.5604
2512.7925;95.1647;98.0384;98.2397;101.92;100.01;98.5599
2514.7209;95.1599;98.0333;98.2335;101.926;100.003;98.5594
2516.6494;95.1556;98.0261;98.2233;101.926;99.9977;98.5572
2518.5779;95.1522;98.0199;98.2095;101.921;99.9939;98.5519
2520.5063;95.1493;98.0169;98.1942;101.914;99.9921;98.5436
2522.4348;95.147;98.0175;98.1804;101.909;99.9922;98.5344
2524.3633;95.1461;98.0206;98.1702;101.907;99.994;98.5277
2526.2917;95.1476;98.0238;98.1637;101.91;99.9977;98.5266
2528.2202;95.1517;98.0255;98.1591;101.914;100.003;98.5313
2530.1487;95.1568;98.025;98.153;101.915;100.008;98.5386
2532.0771;95.1603;98.0224;98.1428;101.913;100.012;98.5433
2534.0056;95.1601;98.0188;98.1279;101.908;100.014;98.541
2535.9341;95.1559;98.0149;98.1101;101.903;100.014;98.531
2537.8625;95.1495;98.0116;98.0922;101.901;100.013;98.517
2539.791;95.1435;98.0095;98.0765;101.902;100.014;98.5048
2541.7195;95.1402;98.0089;98.0639;101.905;100.017;98.499
2543.6479;95.1401;98.0095;98.0538;101.909;100.021;98.5005
2545.5764;95.142;98.0108;98.0451;101.911;100.023;98.5056
2547.5049;95.1439;98.0114;98.0374;101.911;100.019;98.5086
2549.4333;95.1439;98.0097;98.031;101.908;100.009;98.5044
2551.3618;95.1411;98.0053;98.0261;101.904;99.9945;98.4915
2553.2903;95.1357;97.9987;98.022;101.899;99.9781;98.4726
2555.2188;95.1293;97.992;98.0177;101.893;99.9655;98.4533
2557.1472;95.1244;97.9878;98.0119;101.888;99.9614;98.4394
2559.0757;95.1234;97.9877;98.0044;101.883;99.9675;98.4345
2561.0042;95.1271;97.9913;97.9957;101.88;99.9812;98.4378
2562.9326;95.1342;97.9963;97.9865;101.878;99.9965;98.445
2564.8611;95.1411;97.9991;97.9768;101.879;100.007;98.4499
2566.7896;95.1435;97.9971;97.9656;101.883;100.007;98.4471
2568.718;95.1384;97.9897;97.9518;101.889;99.999;98.4341
2570.6465;95.1258;97.9782;97.9355;101.894;99.9871;98.412
2572.575;95.1083;97.9655;97.9182;101.899;99.9774;98.3843
2574.5034;95.0897;97.9539;97.9017;101.902;99.9736;98.355
2576.4319;95.0736;97.9444;97.887;101.901;99.9746;98.3273
2578.3604;95.0615;97.9366;97.8731;101.898;99.976;98.3037
2580.2888;95.0535;97.929;97.8576;101.894;99.9736;98.286
2582.2173;95.0485;97.9203;97.8383;101.89;99.9653;98.2753
2584.1458;95.0452;97.9101;97.8148;101.888;99.9531;98.2722
2586.0742;95.0426;97.8991;97.7894;101.888;99.9403;98.276
2588.0027;95.0397;97.8885;97.7661;101.89;99.9304;98.2842
2589.9312;95.0353;97.8798;97.7484;101.893;99.9247;98.2942
2591.8596;95.0285;97.8739;97.7376;101.894;99.923;98.3034
2593.7881;95.0188;97.8707;97.7322;101.894;99.924;98.3102
2595.7166;95.0068;97.869;97.7281;101.892;99.926;98.3142
2597.645;94.9938;97.8671;97.7211;101.89;99.9277;98.3152
2599.5735;94.9814;97.8636;97.7087;101.888;99.9282;98.3131
2601.502;94.9711;97.8585;97.6914;101.885;99.9269;98.308
2603.4304;94.9639;97.8533;97.6727;101.881;99.9248;98.3011
2605.3589;94.96;97.8497;97.6568;101.875;99.9233;98.2941
2607.2874;94.959;97.8492;97.6467;101.87;99.9239;98.2888
2609.2158;94.96;97.8514;97.6422;101.867;99.9269;98.2858
2611.1443;94.9615;97.8542;97.6403;101.867;99.9311;98.2841
2613.0728;94.9618;97.8548;97.6368;101.869;99.9343;98.2817
2615.0012;94.9595;97.8513;97.6284;101.87;99.935;98.2769
2616.9297;94.9535;97.8432;97.614;101.867;99.933;98.2693
2618.8582;94.9436;97.8313;97.5951;101.859;99.9296;98.2602
2620.7866;94.9303;97.8172;97.5741;101.847;99.9265;98.2512
2622.7151;94.9153;97.8027;97.5534;101.836;99.9241;98.2442
2624.6436;94.9006;97.7892;97.5349;101.828;99.9222;98.24
2626.572;94.8886;97.7778;97.5195;101.825;99.9201;98.2389
2628.5005;94.8808;97.7699;97.5073;101.827;99.9181;98.241
2630.429;94.8774;97.7659;97.497;101.83;99.9171;98.2452
2632.3574;94.8769;97.7655;97.4864;101.834;99.9184;98.2497
2634.2859;94.8767;97.7667;97.473;101.836;99.9214;98.2515
2636.2144;94.8748;97.7667;97.4553;101.837;99.9242;98.2481
2638.1428;94.8702;97.7636;97.4332;101.837;99.9237;98.2384
2640.0713;94.8638;97.7571;97.4086;101.836;99.9183;98.2239
2641.9998;94.8573;97.7488;97.3838;101.834;99.9089;98.208
2643.9282;94.8523;97.7416;97.3612;101.833;99.8986;98.1944
2645.8567;94.8499;97.7377;97.342;101.833;99.8909;98.1854
2647.7852;94.8501;97.7374;97.3268;101.836;99.8875;98.1807
2649.7136;94.8527;97.7396;97.3153;101.841;99.8877;98.1783
2651.6421;94.8571;97.7427;97.3069;101.847;99.8891;98.176
2653.5706;94.8627;97.746;97.3005;101.853;99.8896;98.1726
2655.499;94.8687;97.7502;97.2944;101.859;99.8887;98.1683
2657.4275;94.8744;97.7566;97.287;101.865;99.8878;98.164
2659.356;94.879;97.7658;97.2774;101.87;99.8885;98.1605
2661.2844;94.8829;97.7773;97.2661;101.876;99.8916;98.158
2663.2129;94.8869;97.7893;97.2544;101.881;99.8964;98.156
2665.1414;94.8919;97.8002;97.2434;101.887;99.9009;98.1544
2667.0698;94.8984;97.8092;97.2338;101.892;99.9037;98.1532
2668.9983;94.9056;97.8161;97.2249;101.898;99.9042;98.1528
2670.9268;94.9118;97.821;97.2157;101.903;99.9032;98.1532
2672.8552;94.9154;97.8238;97.2053;101.906;99.9017;98.1537
2674.7837;94.9155;97.8236;97.1939;101.908;99.9006;98.1533
2676.7122;94.913;97.8202;97.1819;101.907;99.9001;98.1513
2678.6406;94.9099;97.8145;97.1703;101.905;99.9002;98.148
2680.5691;94.9086;97.8085;97.1592;101.903;99.9007;98.1444
2682.4976;94.9106;97.8044;97.1488;101.903;99.9019;98.1415
2684.426;94.9154;97.8035;97.1389;101.906;99.9039;98.1402
2686.3545;94.9214;97.8054;97.1293;101.91;99.907;98.1403
2688.283;94.9263;97.809;97.1193;101.914;99.9108;98.1414
2690.2114;94.9289;97.8131;97.1076;101.917;99.9151;98.1426
2692.1399;94.9293;97.817;97.0934;101.917;99.9193;98.1436
2694.0684;94.929;97.8209;97.0763;101.917;99.9227;98.144
2695.9968;94.9298;97.8253;97.0569;101.916;99.925;98.143
2697.9253;94.9321;97.8297;97.0359;101.914;99.9262;98.1398
2699.8538;94.935;97.8331;97.0136;101.911;99.9263;98.1328
2701.7822;94.9364;97.8342;96.9893;101.905;99.9257;98.121
2703.7107;94.9344;97.832;96.9621;101.899;99.9246;98.1038
2705.6392;94.9287;97.8265;96.9319;101.893;99.9227;98.0813
2707.5676;94.9212;97.8191;96.9001;101.888;99.9199;98.0544
2709.4961;94.9148;97.8117;96.8689;101.887;99.9164;98.0244
2711.4246;94.912;97.8066;96.8395;101.889;99.9126;97.9923
2713.353;94.9132;97.8049;96.8113;101.892;99.9094;97.9592
2715.2815;94.9166;97.8058;96.781;101.895;99.9071;97.9261
2717.21;94.9189;97.807;96.7448;101.898;99.9056;97.8945
2719.1384;94.9174;97.8054;96.7004;101.902;99.9041;97.8667
2721.0669;94.9112;97.7995;96.6482;101.908;99.9021;97.846
2722.9954;94.9022;97.7908;96.5918;101.915;99.8995;97.8359
2724.9238;94.8932;97.7829;96.5359;101.922;99.897;97.8386
2726.8523;94.8872;97.7798;96.4841;101.925;99.8953;97.8545
2728.7808;94.8852;97.783;96.4378;101.924;99.8947;97.881
2730.7092;94.8864;97.7907;96.3958;101.917;99.8948;97.9136
2732.6377;94.8893;97.7983;96.3559;101.908;99.8946;97.9468
2734.5662;94.8921;97.8018;96.3163;101.9;99.8933;97.9761
2736.4946;94.894;97.7999;96.2768;101.895;99.8905;97.9985
2738.4231;94.8948;97.7945;96.239;101.895;99.8867;98.013
2740.3516;94.8941;97.7893;96.2051;101.897;99.8825;98.0203
2742.28;94.8917;97.7866;96.1771;101.899;99.8786;98.0224
2744.2085;94.8875;97.7863;96.156;101.9;99.8758;98.0214
2746.137;94.8821;97.7863;96.1417;101.902;99.8748;98.0195
2748.0654;94.8772;97.7845;96.1335;101.906;99.8762;98.0183
2749.9939;94.8743;97.7808;96.1302;101.911;99.8798;98.018
2751.9224;94.8738;97.7766;96.1297;101.918;99.8846;98.0177
2753.8508;94.8745;97.774;96.1292;101.923;99.8884;98.0162
2755.7793;94.8739;97.7733;96.1247;101.924;99.889;98.0118
2757.7078;94.8696;97.773;96.1126;101.921;99.8855;98.0039
2759.6362;94.8608;97.7707;96.0903;101.914;99.8785;97.9921
2761.5647;94.8488;97.7648;96.0572;101.907;99.8703;97.9769
2763.4932;94.8359;97.756;96.0147;101.902;99.8638;97.959
2765.4216;94.824;97.7468;95.9657;101.902;99.8607;97.9396
2767.3501;94.8136;97.7402;95.9133;101.903;99.8611;97.9198
2769.2786;94.8042;97.7369;95.8602;101.905;99.8637;97.9009
2771.207;94.7949;97.736;95.8082;101.905;99.8667;97.884
2773.1355;94.7859;97.7348;95.7576;101.902;99.8691;97.8688
2775.064;94.7782;97.7315;95.7079;101.898;99.871;97.8537
2776.9924;94.7728;97.726;95.6581;101.894;99.8728;97.8353
2778.9209;94.7699;97.7199;95.6064;101.893;99.8744;97.8098
2780.8494;94.768;97.7154;95.5517;101.893;99.8752;97.7743
2782.7778;94.7654;97.7134;95.4933;101.896;99.8747;97.7286
2784.7063;94.7606;97.713;95.4311;101.899;99.8728;97.6756
2786.6348;94.7535;97.7121;95.3658;101.901;99.8704;97.6202
2788.5632;94.7452;97.7089;95.2982;101.9;99.8686;97.567
2790.4917;94.7366;97.7028;95.2286;101.896;99.8678;97.5182
2792.4202;94.7279;97.6943;95.157;101.89;99.8676;97.4729
2794.3486;94.718;97.6848;95.0827;101.882;99.8672;97.4272
2796.2771;94.7057;97.6748;95.0049;101.876;99.8659;97.3767
2798.2056;94.6909;97.6642;94.9227;101.873;99.8645;97.3177
2800.134;94.6746;97.6519;94.8352;101.871;99.8638;97.2488
2802.0625;94.6584;97.6376;94.7408;101.871;99.8641;97.1711
2803.991;94.6438;97.6218;94.6373;101.87;99.8642;97.087
2805.9194;94.6309;97.6061;94.5227;101.869;99.8621;96.9996
2807.8479;94.6184;97.5923;94.3965;101.867;99.856;96.9105
2809.7764;94.6046;97.5816;94.2598;101.867;99.8455;96.8192
2811.7048;94.5882;97.5739;94.114;101.87;99.8325;96.7222
2813.6333;94.5685;97.5678;93.9603;101.874;99.8192;96.614
2815.5618;94.5455;97.5607;93.7991;101.877;99.8071;96.4892
2817.4902;94.5193;97.5502;93.6311;101.876;99.7958;96.3419
2819.4187;94.4895;97.5344;93.4578;101.873;99.7836;96.1627
2821.3472;94.4554;97.5126;93.2792;101.868;99.7687;95.9342
2823.2756;94.4152;97.4847;93.0887;101.863;99.751;95.6282
2825.2041;94.3656;97.4507;92.8722;101.86;99.7311;95.2127
2827.1326;94.3009;97.4086;92.6112;101.857;99.7102;94.668
2829.061;94.2129;97.3536;92.29;101.855;99.6882;94.0081
2830.9895;94.0912;97.2792;91.8947;101.851;99.6637;93.2946
2832.918;93.9265;97.1789;91.3984;101.845;99.6361;92.631
2834.8464;93.7137;97.0498;90.7376;101.836;99.6065;92.1345
2836.7749;93.4563;96.8961;89.8039;101.824;99.5794;91.8955
2838.7034;93.1684;96.7292;88.4731;101.807;99.5615;91.9454
2840.6318;92.8744;96.5663;86.6788;101.783;99.559;92.247
2842.5603;92.6046;96.4256;84.497;101.751;99.574;92.7139
2844.4888;92.3895;96.3218;82.1888;101.712;99.6031;93.2447
2846.4172;92.2523;96.2629;80.1543;101.673;99.638;93.7535
2848.3457;92.2042;96.2492;78.797;101.641;99.6682;94.1825
2850.2742;92.2418;96.2757;78.3574;101.623;99.6859;94.4949
2852.2026;92.3501;96.3342;78.8077;101.623;99.6884;94.6603
2854.1311;92.5077;96.416;79.8737;101.64;99.678;94.6487
2856.0596;92.6917;96.5123;81.1667;101.667;99.6601;94.4407
2857.988;92.8813;96.6139;82.3466;101.697;99.6393;94.0465
2859.9165;93.059;96.7107;83.2292;101.721;99.618;93.5178
2861.845;93.2105;96.7924;83.8005;101.737;99.5956;92.9418
2863.7734;93.3256;96.8512;84.1581;101.745;99.5711;92.4146
2865.7019;93.3989;96.8832;84.4329;101.75;99.5439;92.0095
2867.6304;93.431;96.8899;84.733;101.755;99.5149;91.7559
2869.5588;93.4267;96.876;85.1229;101.764;99.4857;91.6398
2871.4873;93.3936;96.8476;85.6253;101.776;99.4568;91.6234
2873.4158;93.3384;96.8091;86.2272;101.786;99.4274;91.6686
2875.3442;93.2658;96.7631;86.8827;101.79;99.3954;91.7525
2877.2727;93.1784;96.7105;87.5188;101.787;99.3594;91.8665
2879.2012;93.0779;96.6519;88.0503;101.776;99.3195;92.0058
2881.1296;92.9658;96.5883;88.4026;101.762;99.2782;92.1581
2883.0581;92.8436;96.5203;88.5308;101.749;99.2386;92.301
2884.9866;92.7117;96.4476;88.4276;101.74;99.2036;92.4071
2886.915;92.5691;96.3678;88.1182;101.735;99.1746;92.4518
2888.8435;92.4129;96.2779;87.6489;101.732;99.1513;92.4179
2890.772;92.2388;96.1746;87.0762;101.726;99.1324;92.2961
2892.7004;92.0425;96.056;86.4587;101.718;99.1164;92.0833
2894.6289;91.8201;95.9217;85.8489;101.707;99.102;91.7827
2896.5574;91.5694;95.7731;85.2788;101.697;99.0879;91.4062
2898.4858;91.2913;95.6128;84.743;101.688;99.073;90.9745
2900.4143;90.9907;95.445;84.1853;101.679;99.0566;90.5139
2902.3428;90.6767;95.2754;83.5024;101.667;99.039;90.0474
2904.2712;90.3605;95.1108;82.5732;101.649;99.0218;89.5873
2906.1997;90.0528;94.9573;81.3097;101.623;99.0075;89.1338
2908.1282;89.761;94.8194;79.7127;101.588;98.9977;88.6836
2910.0566;89.4892;94.6983;77.9076;101.548;98.9922;88.2438
2911.9851;89.2403;94.5926;76.1344;101.504;98.9876;87.8432
2913.9136;89.0196;94.5009;74.6864;101.462;98.9785;87.5319
2915.842;88.8373;94.4239;73.8145;101.426;98.9583;87.3678
2917.7705;88.7088;94.3667;73.6377;101.402;98.9221;87.3965
2919.699;88.651;94.3381;74.1043;101.394;98.868;87.6341
2921.6274;88.6784;94.3483;75.0254;101.404;98.7978;88.0625
2923.5559;88.7992;94.4056;76.1596;101.433;98.7162;88.6395
2925.4844;89.0138;94.5133;77.3048;101.474;98.6305;89.3146
2927.4128;89.3153;94.6697;78.3512;101.522;98.5478;90.0408
2929.3413;89.6907;94.868;79.2803;101.57;98.474;90.7758
2931.2698;90.1234;95.099;80.1258;101.612;98.4113;91.4723
2933.1982;90.5939;95.3518;80.9289;101.645;98.3569;92.0689
2935.1267;91.0821;95.6158;81.7131;101.667;98.3027;92.4898
2937.0552;91.568;95.8808;82.4861;101.681;98.2374;92.6602
2938.9836;92.0344;96.1379;83.2537;101.69;98.1509;92.5344
2940.9121;92.4681;96.3802;84.0312;101.699;98.0389;92.1226
2942.8406;92.8615;96.6035;84.8391;101.709;97.9069;91.5009
2944.769;93.2124;96.8059;85.6903;101.721;97.7702;90.7963
2946.6975;93.5228;96.9873;86.5768;101.731;97.6507;90.1491
2948.626;93.7965;97.1482;87.4692;101.735;97.5696;89.6716
2950.5544;94.0369;97.2888;88.3286;101.732;97.5416;89.4198
