Wavenumber;HDPE;PS;PA6;PET;PMMA;PP
1374.9969;92.7204;96.4947;81.7917;100.811;97.6321;90.1383
1376.9254;92.8486;96.5619;82.0027;100.833;97.4612;90.3693
1378.8539;92.9944;96.6414;82.3141;100.862;97.2753;91.3008
1380.7823;93.1515;96.73;82.6945;100.885;97.1029;92.6801
1382.7108;93.3181;96.8258;83.1026;100.891;96.9719;94.1829
1384.6393;93.4928;96.9273;83.4943;100.88;96.9043;95.5338
1386.5677;93.6708;97.0304;83.827;100.855;96.9122;96.5686
1388.4962;93.843;97.1288;84.0655;100.824;96.9952;97.2475
1390.4247;94;97.216;84.1894;100.789;97.142;97.6282
1392.3531;94.1353;97.2883;84.1968;100.746;97.3349;97.8133
1394.2816;94.2464;97.346;84.1001;100.69;97.5544;97.8974
1396.2101;94.3325;97.392;83.9119;100.613;97.7819;97.939
1398.1385;94.393;97.4291;83.6273;100.51;98.0012;97.9622
1400.067;94.4287;97.4589;83.2158;100.38;98.2011;97.9743
1401.9955;94.4427;97.4815;82.6335;100.229;98.3759;97.9793
1403.924;94.4401;97.4961;81.8538;100.075;98.5242;97.9808
1405.8524;94.4247;97.5011;80.8982;99.9448;98.6445;97.9785
1407.7809;94.3976;97.495;79.8479;99.8693;98.7333;97.9675
1409.7094;94.3581;97.4767;78.832;99.8716;98.7855;97.9413
1411.6378;94.3057;97.4458;78.0044;99.9576;98.7955;97.8963
1413.5663;94.2415;97.4033;77.5213;100.115;98.7569;97.8335
1415.4948;94.1662;97.3497;77.5135;100.317;98.6587;97.7584
1417.4232;94.0774;97.285;78.0291;100.532;98.4841;97.6791
1419.3517;93.9689;97.2085;78.9549;100.732;98.2177;97.6003
1421.2802;93.8359;97.1204;80.0106;100.897;97.8596;97.5172
1423.2086;93.6781;97.0219;80.8884;101.022;97.4302;97.4138
1425.1371;93.4941;96.9113;81.4128;101.111;96.9604;97.2695
1427.0656;93.2718;96.7801;81.569;101.17;96.4805;97.0676
1428.994;92.9825;96.6109;81.4361;101.204;96.0219;96.8016
1430.9225;92.5864;96.382;81.1342;101.21;95.6237;96.4817
1432.851;92.0515;96.0773;80.8046;101.193;95.3292;96.1383
1434.7794;91.3782;95.6996;80.5854;101.163;95.1659;95.809
1436.7079;90.6033;95.2703;80.5567;101.135;95.1223;95.507
1438.6364;89.7668;94.8111;80.7001;101.116;95.1499;95.1989
1440.5648;88.8769;94.3256;80.9244;101.101;95.1956;94.8232
1442.4933;87.9179;93.8041;81.1322;101.09;95.2302;94.3343
1444.4218;86.8962;93.2497;81.2642;101.08;95.2525;93.7344
1446.3502;85.8874;92.7026;81.299;101.076;95.2777;93.0755
1448.2787;85.0591;92.252;81.225;101.074;95.3248;92.4376
1450.2072;84.6613;92.0317;81.0053;101.065;95.4106;91.8996
1452.1356;84.9791;92.1965;80.5616;101.033;95.5476;91.5195
1454.0641;86.2162;92.8617;79.8149;100.969;95.7415;91.3315
1455.9926;88.2862;93.9904;78.8002;100.889;95.9813;91.3517
1457.921;90.6719;95.3108;77.7695;100.825;96.2323;91.5739
1459.8495;92.6727;96.4408;77.0843;100.798;96.4509;91.9602
1461.778;93.9041;97.1587;76.9477;100.801;96.6118;92.4542
1463.7064;94.444;97.4934;77.3042;100.811;96.7173;93.0129
1465.6349;94.5769;97.5917;77.9618;100.807;96.7828;93.6225
1467.5634;94.5502;97.5858;78.7209;100.775;96.8244;94.2894
1469.4918;94.4919;97.5474;79.4294;100.714;96.8528;95.0184
1471.4203;94.4195;97.4931;80.0197;100.655;96.8735;95.7823
1473.3488;94.292;97.4109;80.5471;100.65;96.8889;96.5024
1475.2772;94.0794;97.2918;81.1607;100.725;96.9032;97.0845
1477.2057;93.786;97.1369;81.982;100.854;96.9235;97.4884
1479.1342;93.4009;96.9337;83.0235;100.992;96.9583;97.7427
1481.0626;92.8508;96.6356;84.214;101.105;97.0173;97.9016
1482.9911;92.0093;96.17;85.4456;101.18;97.1127;98.0084
1484.9196;90.7681;95.4762;86.5912;101.214;97.2587;98.0877
1486.848;89.1659;94.5764;87.5093;101.211;97.4657;98.1519
1488.7765;87.5218;93.6496;88.0733;101.187;97.7313;98.2068
1490.705;86.4035;93.0129;88.2308;101.163;98.0339;98.2555
1492.6334;86.3115;92.9473;88.0444;101.15;98.3382;98.2987
1494.5619;87.3245;93.4996;87.6554;101.147;98.6122;98.3359
1496.4904;89.0845;94.4734;87.1976;101.146;98.8395;98.3669
1498.4188;91.078;95.5851;86.7409;101.134;99.0193;98.3922
1500.3473;92.884;96.6009;86.284;101.099;99.1595;98.4123
1502.2758;94.2538;97.3809;85.7724;101.021;99.2702;98.4272
1504.2042;95.0991;97.8724;85.129;100.903;99.3597;98.4371
1506.1327;95.478;98.1032;84.3161;100.784;99.4307;98.4443
1508.0612;95.5706;98.1687;83.3998;100.726;99.4829;98.452
1509.9896;95.5745;98.1765;82.5166;100.754;99.5173;98.4612
1511.9181;95.5889;98.1827;81.7465;100.839;99.5385;98.4701
1513.8466;95.615;98.1898;81.054;100.933;99.5523;98.4769
1515.775;95.6268;98.1846;80.3283;100.992;99.5652;98.4813
1517.7035;95.6136;98.1621;79.4459;100.992;99.5823;98.4843
1519.632;95.5836;98.1304;78.3327;100.937;99.6051;98.4874
1521.5604;95.5498;98.1029;77.0293;100.874;99.6288;98.4928
1523.4889;95.5151;98.0858;75.6824;100.856;99.6456;98.5001
1525.4174;95.4733;98.0739;74.4215;100.899;99.6516;98.5061
1527.3458;95.4208;98.0593;73.273;100.985;99.6479;98.5083
1529.2743;95.3613;98.0391;72.2007;101.091;99.638;98.5069
1531.2028;95.3019;98.014;71.1723;101.2;99.6261;98.5039
1533.1312;95.2481;97.9851;70.181;101.288;99.6174;98.5002
1535.0597;95.2028;97.9521;69.2464;101.322;99.6174;98.496
1536.9882;95.1673;97.9156;68.4324;101.27;99.6293;98.4913
1538.9166;95.1418;97.8808;67.8869;101.147;99.6482;98.4882
1540.8451;95.1264;97.8585;67.8083;101.026;99.6605;98.4898
1542.7736;95.1199;97.8565;68.2597;100.984;99.6569;98.495
1544.702;95.1199;97.8707;69.0679;101.024;99.6413;98.4985
1546.6305;95.1244;97.8922;70.0024;101.114;99.623;98.498
1548.559;95.1337;97.9153;70.9419;101.232;99.6078;98.4965
1550.4874;95.151;97.9385;71.876;101.358;99.5993;98.4983
1552.4159;95.1817;97.9619;72.857;101.455;99.6019;98.5055
1554.3444;95.2294;97.9847;73.9608;101.479;99.6187;98.5174
1556.2728;95.2871;98.0043;75.2207;101.419;99.6458;98.532
1558.2013;95.3315;98.016;76.5248;101.328;99.6696;98.5457
1560.1298;95.3395;98.0164;77.6425;101.27;99.6807;98.5532
1562.0582;95.3121;98.0076;78.4507;101.254;99.6828;98.5509
1563.9867;95.2664;97.994;79.0158;101.258;99.683;98.5419
1565.9152;95.2145;97.9778;79.4604;101.271;99.6847;98.5324
1567.8436;95.1566;97.9561;79.8637;101.281;99.6886;98.5275
1569.7721;95.0795;97.9199;80.243;101.274;99.6947;98.5291
1571.7006;94.9581;97.8546;80.5613;101.242;99.7021;98.536
1573.629;94.7664;97.7468;80.7495;101.194;99.7087;98.5451
1575.5575;94.5023;97.5972;80.7588;101.152;99.712;98.5524
1577.486;94.2029;97.4283;80.6152;101.138;99.7108;98.5554
1579.4144;93.9298;97.2747;80.4175;101.157;99.7055;98.5544
1581.3429;93.7362;97.1657;80.2839;101.202;99.6975;98.5514
1583.2714;93.6439;97.1133;80.2969;101.259;99.6884;98.5482
1585.1998;93.6348;97.1082;80.4764;101.314;99.6795;98.5458
1587.1283;93.6498;97.1185;80.7721;101.356;99.6724;98.5439
1589.0568;93.5987;97.095;81.0715;101.379;99.6675;98.5415
1590.9852;93.3907;96.9868;81.2313;101.388;99.6647;98.5384
1592.9137;92.9828;96.7674;81.1267;101.389;99.663;98.5351
1594.8422;92.4196;96.4581;80.693;101.389;99.6611;98.5328
1596.7706;91.8327;96.1286;79.9319;101.388;99.6578;98.5321
1598.6991;91.3981;95.8759;78.8891;101.382;99.6522;98.5328
1600.6276;91.2698;95.7878;77.6316;101.367;99.6435;98.5337
1602.556;91.5199;95.909;76.2397;101.343;99.6311;98.5333
1604.4845;92.107;96.2226;74.7994;101.318;99.6147;98.5308
1606.413;92.8949;96.6569;73.3832;101.299;99.5951;98.5259
1608.3414;93.7113;97.1176;72.0255;101.29;99.5739;98.5192
1610.2699;94.4142;97.5236;70.7121;101.29;99.5532;98.5115
1612.1984;94.9296;97.8293;69.3982;101.29;99.5349;98.5028
1614.1268;95.253;98.0271;68.0447;101.276;99.5198;98.492
1616.0553;95.4272;98.1361;66.655;101.242;99.5069;98.4769
1617.9838;95.51;98.186;65.2892;101.192;99.4939;98.4549
1619.9122;95.5475;98.2033;64.0401;101.14;99.4781;98.4247
1621.8407;95.5635;98.2046;62.9827;101.108;99.4586;98.3882
1623.7692;95.5657;98.1985;62.1417;101.107;99.4365;98.3506
1625.6976;95.5585;98.19;61.5087;101.133;99.4147;98.3182
1627.6261;95.5482;98.1829;61.0908;101.171;99.3963;98.2955
1629.5546;95.5411;98.1786;60.9553;101.199;99.3835;98.2826
1631.483;95.5392;98.1755;61.2433;101.195;99.3763;98.2732
1633.4115;95.5371;98.1683;62.1212;101.15;99.3709;98.2552
1635.34;95.5243;98.1514;63.6481;101.081;99.3603;98.2155
1637.2684;95.4927;98.1232;65.6567;101.016;99.3394;98.149
1639.1969;95.4435;98.0874;67.83;100.98;99.3091;98.0633
1641.1254;95.3849;98.0496;69.9258;100.975;99.2753;97.9736
1643.0538;95.3273;98.0138;71.8976;100.989;99.2449;97.8954
1644.9823;95.2801;97.9822;73.8515;100.995;99.2247;97.8428
1646.9108;95.2532;97.958;75.9429;100.962;99.2196;97.8314
1648.8392;95.254;97.9475;78.2458;100.884;99.2297;97.8776
1650.7677;95.2794;97.9571;80.6109;100.797;99.2466;97.9834
1652.6962;95.3115;97.9842;82.7005;100.746;99.2589;98.1181
1654.6246;95.3311;98.016;84.2966;100.728;99.2615;98.2366
1656.5531;95.3325;98.041;85.4708;100.719;99.2555;98.3167
1658.4816;95.3217;98.0554;86.4198;100.704;99.2426;98.3646
1660.41;95.307;98.0608;87.2986;100.682;99.2234;98.395
1662.3385;95.2948;98.0599;88.1938;100.647;99.1982;98.4186
1664.267;95.2893;98.0552;89.1519;100.586;99.1672;98.4394
1666.1954;95.2921;98.0495;90.1971;100.481;99.1296;98.4577
1668.1239;95.3024;98.0459;91.3185;100.332;99.0818;98.4727
1670.0524;95.3164;98.048;92.4455;100.164;99.0206;98.4852
1671.9808;95.3302;98.0566;93.4652;100.014;98.9465;98.4975
1673.9093;95.3417;98.0698;94.2922;99.9021;98.8643;98.5106
1675.8378;95.3527;98.0838;94.9201;99.8207;98.7775;98.5237
1677.7662;95.3666;98.0953;95.4033;99.7389;98.6842;98.5347
1679.6947;95.387;98.1023;95.8092;99.6208;98.5771;98.5411
1681.6232;95.4148;98.1053;96.1842;99.4513;98.4486;98.5423
1683.5516;95.4451;98.1071;96.5355;99.2582;98.3004;98.5409
1685.4801;95.4697;98.1113;96.8373;99.0951;98.1488;98.5416
1687.4086;95.483;98.1195;97.0658;98.9932;98.0118;98.5472
1689.337;95.4863;98.1306;97.2254;98.9417;97.8923;98.557
1691.2655;95.485;98.1425;97.3375;98.9009;97.7786;98.5694
1693.194;95.4854;98.153;97.4171;98.8108;97.6525;98.5815
1695.1224;95.4933;98.1599;97.4634;98.5989;97.49;98.5895
1697.0509;95.5115;98.1616;97.4623;98.2194;97.2539;98.5897
1698.9794;95.5352;98.1587;97.401;97.7208;96.8991;98.5827
1700.9078;95.5528;98.1539;97.2837;97.2451;96.4094;98.5744
1702.8363;95.5561;98.1499;97.1341;96.9075;95.8225;98.5693
1704.7648;95.5461;98.1472;96.9761;96.7191;95.1908;98.5675
1706.6932;95.529;98.1449;96.821;96.64;94.5374;98.5679
1708.6217;95.5106;98.1415;96.6655;96.636;93.8546;98.5701
1710.5502;95.4954;98.1358;96.4935;96.6898;93.1179;98.5737
1712.4786;95.4866;98.1268;96.275;96.8015;92.3017;98.5781
1714.4071;95.4845;98.1153;95.9706;96.9907;91.4102;98.5837
1716.3356;95.484;98.1042;95.5547;97.2823;90.5247;98.5928
1718.264;95.4769;98.0973;95.0448;97.6618;89.7994;98.6068
1720.1925;95.4584;98.0954;94.4951;98.0632;89.3549;98.6232
1722.121;95.4306;98.0961;93.9473;98.4266;89.1908;98.6376
1724.0494;95.3985;98.096;93.4003;98.739;89.2311;98.6484
1725.9779;95.3663;98.092;92.8193;99.0133;89.4088;98.656
1727.9064;95.3361;98.0817;92.1609;99.2583;89.7013;98.661
1729.8348;95.3087;98.0632;91.405;99.4739;90.1257;98.6636
1731.7633;95.2825;98.0371;90.6024;99.6648;90.7093;98.6642
1733.6918;95.254;98.0078;89.8984;99.8477;91.4416;98.6645
1735.6202;95.2213;97.9812;89.46;100.032;92.2506;98.665
1737.5487;95.1865;97.9609;89.3526;100.209;93.0503;98.6636
1739.4772;95.1538;97.946;89.531;100.366;93.8048;98.6581
1741.4056;95.1278;97.9344;89.9314;100.501;94.5326;98.6488
1743.3341;95.112;97.9258;90.5291;100.622;95.2686;98.6387
1745.2626;95.1097;97.9217;91.3261;100.739;96.0286;98.6319
1747.191;95.1219;97.9252;92.3032;100.86;96.7888;98.632
1749.1195;95.1468;97.9383;93.3846;100.989;97.4916;98.6405
1751.048;95.1803;97.9606;94.4538;101.116;98.0784;98.6548
1752.9764;95.2188;97.9895;95.4127;101.228;98.525;98.6702
1754.9049;95.2604;98.0222;96.2199;101.316;98.8454;98.6825
1756.8334;95.3042;98.0568;96.88;101.383;99.0718;98.6903
1758.7618;95.3483;98.0915;97.414;101.437;99.2337;98.6944
1760.6903;95.3897;98.1236;97.8388;101.485;99.3516;98.6967
1762.6188;95.4249;98.15;98.1667;101.526;99.4382;98.6991
1764.5472;95.4524;98.1682;98.4107;101.552;99.5038;98.7027
1766.4757;95.4726;98.1769;98.5883;101.552;99.5577;98.7079
1768.4042;95.4878;98.1778;98.7203;101.52;99.6072;98.7142
1770.3326;95.4996;98.1744;98.8248;101.469;99.6555;98.7209
1772.2611;95.5076;98.1712;98.9122;101.426;99.6997;98.7273
1774.1896;95.5099;98.1709;98.9841;101.412;99.7348;98.7323
1776.118;95.5047;98.1728;99.0394;101.434;99.7577;98.7356
1778.0465;95.4919;98.1742;99.08;101.48;99.7695;98.7378
1779.975;95.4729;98.1727;99.1119;101.532;99.774;98.74
1781.9034;95.4488;98.1666;99.1405;101.579;99.7752;98.7433
1783.8319;95.4203;98.1548;99.168;101.61;99.7763;98.7474
1785.7604;95.3863;98.1365;99.1927;101.62;99.7798;98.7512
1787.6888;95.3448;98.1104;99.2121;101.605;99.7873;98.7531
1789.6173;95.2936;98.076;99.2249;101.57;99.7988;98.7521
1791.5458;95.2323;98.0349;99.2329;101.525;99.8123;98.749
1793.4742;95.1646;97.991;99.2403;101.485;99.8249;98.7456
1795.4027;95.0976;97.9502;99.2506;101.462;99.8337;98.7438
1797.3312;95.0402;97.9179;99.2646;101.461;99.8382;98.7439
1799.2596;94.9993;97.8968;99.2805;101.478;99.84;98.7451
1801.1881;94.9785;97.8874;99.296;101.503;99.8416;98.7464
1803.1166;94.9786;97.8895;99.3099;101.53;99.845;98.7478
1805.045;94.9985;97.9027;99.3228;101.554;99.8508;98.7508
1806.9735;95.0366;97.9267;99.3368;101.575;99.8593;98.7572
1808.902;95.0896;97.9605;99.3542;101.596;99.8701;98.7678
1810.8304;95.153;98.0009;99.3763;101.618;99.8827;98.7818
1812.7589;95.2206;98.0439;99.402;101.642;99.896;98.7961
1814.6874;95.2861;98.085;99.4284;101.668;99.9082;98.8074
1816.6158;95.3452;98.1218;99.4518;101.691;99.9172;98.813
1818.5443;95.3963;98.154;99.4699;101.709;99.9223;98.8122
1820.4728;95.4417;98.1832;99.4823;101.713;99.9246;98.8067
1822.4012;95.4857;98.2114;99.4908;101.698;99.9275;98.7997
1824.3297;95.5325;98.2392;99.4976;101.66;99.9348;98.7946
1826.2582;95.5827;98.266;99.5049;101.61;99.9481;98.7945
1828.1866;95.6316;98.2901;99.5131;101.569;99.9655;98.8001
1830.1151;95.6714;98.31;99.5211;101.557;99.9815;98.809
1832.0436;95.6961;98.3261;99.5274;101.583;99.9905;98.8173
1833.972;95.7057;98.3394;99.5317;101.635;99.9903;98.8222
1835.9005;95.7052;98.351;99.5342;101.694;99.9826;98.8236
1837.829;95.7015;98.3606;99.5353;101.738;99.9717;98.8232
1839.7574;95.6999;98.3664;99.5342;101.751;99.9628;98.8231
1841.6859;95.7012;98.3664;99.5306;101.73;99.9598;98.8249
1843.6144;95.7014;98.3588;99.5253;101.693;99.9632;98.8285
1845.5428;95.6934;98.3442;99.52;101.666;99.9702;98.8324
1847.4713;95.6716;98.3245;99.5164;101.667;99.9767;98.8343
1849.3998;95.6356;98.3018;99.5153;101.696;99.9807;98.8332
1851.3282;95.5882;98.2773;99.5169;101.738;99.9829;98.8298
1853.2567;95.5328;98.251;99.5209;101.779;99.9857;98.8259
1855.1852;95.472;98.223;99.5266;101.808;99.9911;98.8234
1857.1136;95.408;98.1936;99.5324;101.823;99.9994;98.8231
1859.0421;95.344;98.1638;99.5369;101.821;100.009;98.8247
1860.9706;95.284;98.1341;99.539;101.803;100.02;98.8272
1862.899;95.2329;98.1054;99.5388;101.77;100.03;98.8293
1864.8275;95.1944;98.0793;99.5375;101.725;100.04;98.8305
1866.756;95.1702;98.0592;99.5367;101.681;100.049;98.8313
1868.6844;95.1591;98.049;99.5373;101.655;100.058;98.833
1870.6129;95.1579;98.0508;99.5383;101.658;100.064;98.8369
1872.5414;95.1634;98.0625;99.5379;101.687;100.067;98.843
1874.4698;95.175;98.0788;99.5356;101.729;100.068;98.8502
1876.3983;95.1939;98.0948;99.5323;101.77;100.067;98.8571
1878.3268;95.2216;98.1083;99.5304;101.802;100.066;98.8629
1880.2552;95.2584;98.1209;99.5313;101.822;100.066;98.868
1882.1837;95.3028;98.1367;99.5347;101.83;100.066;98.873
1884.1122;95.352;98.1601;99.538;101.827;100.066;98.879
1886.0406;95.403;98.1927;99.5372;101.813;100.066;98.8857
1887.9691;95.4543;98.2319;99.5291;101.792;100.069;98.8911
1889.8976;95.5054;98.2722;99.5136;101.767;100.074;98.8927
1891.826;95.5566;98.308;99.4947;101.748;100.08;98.8892
1893.7545;95.6074;98.3363;99.4782;101.74;100.086;98.8818
1895.683;95.6565;98.358;99.4692;101.747;100.092;98.8741
1897.6115;95.7015;98.3756;99.4693;101.763;100.096;98.8697
1899.5399;95.7398;98.3908;99.4763;101.78;100.1;98.8697
1901.4684;95.7691;98.4032;99.4864;101.79;100.103;98.8729
1903.3969;95.7879;98.4115;99.4959;101.789;100.104;98.8763
1905.3253;95.797;98.4145;99.5031;101.782;100.102;98.8777
1907.2538;95.7991;98.4133;99.5083;101.776;100.097;98.8775
1909.1823;95.7978;98.4104;99.5123;101.777;100.09;98.8776
1911.1107;95.7954;98.4082;99.5156;101.785;100.084;98.8801
1913.0392;95.792;98.4076;99.5174;101.792;100.082;98.8855
1914.9677;95.7859;98.4076;99.5169;101.789;100.082;98.892
1916.8961;95.7746;98.4069;99.5148;101.772;100.084;98.8976
1918.8246;95.7571;98.4043;99.5135;101.744;100.086;98.9019
1920.7531;95.7344;98.3997;99.5167;101.719;100.087;98.9069
1922.6815;95.7079;98.3935;99.5262;101.711;100.089;98.9161
1924.61;95.6784;98.3857;99.5407;101.725;100.097;98.9319
1926.5385;95.6445;98.3759;99.5554;101.756;100.112;98.9539
1928.4669;95.6034;98.3632;99.5643;101.794;100.13;98.9794
1930.3954;95.5522;98.347;99.5631;101.827;100.148;99.0041
1932.3239;95.4906;98.3271;99.5512;101.848;100.159;99.0242
1934.2523;95.4216;98.3033;99.5323;101.854;100.162;99.0368
1936.1808;95.352;98.276;99.5128;101.849;100.157;99.0405
1938.1093;95.2915;98.2474;99.4991;101.835;100.15;99.0354
1940.0377;95.25;98.2216;99.4947;101.818;100.144;99.0234
1941.9662;95.2353;98.2046;99.499;101.804;100.141;99.0081
1943.8947;95.2493;98.202;99.5089;101.797;100.142;98.9944
1945.8231;95.2881;98.2162;99.522;101.798;100.143;98.9877
1947.7516;95.3443;98.2457;99.5388;101.808;100.147;98.9917
1949.6801;95.4111;98.2867;99.5628;101.819;100.155;99.0079
1951.6085;95.4844;98.3348;99.5961;101.828;100.168;99.0348
1953.537;95.5619;98.3858;99.6359;101.831;100.188;99.0683
1955.4655;95.6396;98.4348;99.6719;101.83;100.209;99.1014
1957.3939;95.7103;98.4753;99.6894;101.823;100.224;99.1249
1959.3224;95.7658;98.5012;99.6759;101.811;100.221;99.1303
1961.2509;95.8021;98.5105;99.6295;101.793;100.197;99.1143
1963.1793;95.8245;98.5087;99.5627;101.77;100.156;99.0825
1965.1078;95.8471;98.5074;99.4986;101.747;100.115;99.0483
1967.0363;95.8846;98.5172;99.4596;101.731;100.09;99.0265
1968.9647;95.9406;98.539;99.4562;101.727;100.091;99.0243
1970.8932;96.0019;98.5607;99.4812;101.734;100.112;99.036
1972.8217;96.0434;98.5632;99.5141;101.743;100.138;99.0465
1974.7501;96.0429;98.5328;99.5331;101.743;100.148;99.0411
1976.6786;95.9974;98.473;99.5277;101.726;100.134;99.0156
1978.6071;95.9274;98.405;99.5038;101.695;100.102;98.9789
1980.5355;95.8644;98.3543;99.4778;101.658;100.069;98.9453
1982.464;95.8317;98.3362;99.4646;101.627;100.049;98.9241
1984.3925;95.833;98.349;99.4689;101.609;100.048;98.9157
1986.3209;95.8564;98.3801;99.4852;101.608;100.06;98.9157
1988.2494;95.8856;98.4155;99.5039;101.621;100.079;98.9202
1990.1779;95.9102;98.447;99.5179;101.647;100.1;98.93
1992.1063;95.9297;98.4749;99.526;101.682;100.121;98.9484
1994.0348;95.9503;98.5045;99.5318;101.721;100.145;98.9766
1995.9633;95.9783;98.5409;99.5392;101.758;100.171;99.0105
1997.8917;96.0148;98.5853;99.5481;101.789;100.197;99.0424
1999.8202;96.0558;98.6347;99.5548;101.811;100.218;99.0654
2001.7487;96.0955;98.6837;99.5544;101.822;100.231;99.0766
2003.6771;96.1294;98.7266;99.5443;101.823;100.235;99.0774
2005.6056;96.155;98.7581;99.5259;101.815;100.234;99.0711
2007.5341;96.171;98.774;99.5028;101.798;100.233;99.0603
2009.4625;96.1763;98.7719;99.4778;101.778;100.233;99.0458
2011.391;96.1704;98.7522;99.4513;101.76;100.233;99.0288
2013.3195;96.1552;98.7189;99.4221;101.748;100.228;99.013
2015.2479;96.1359;98.6796;99.3902;101.744;100.215;99.0039
2017.1764;96.1204;98.6445;99.3582;101.748;100.196;99.0069
2019.1049;96.1155;98.6238;99.3317;101.754;100.177;99.0228
2021.0333;96.1232;98.6238;99.3164;101.756;100.166;99.0471
2022.9618;96.1383;98.6428;99.3154;101.752;100.165;99.0712
2024.8903;96.1496;98.6693;99.3272;101.745;100.172;99.0859
2026.8187;96.1447;98.6847;99.3453;101.739;100.179;99.0843
2028.7472;96.1163;98.6722;99.361;101.737;100.181;99.0636
2030.6757;96.0682;98.6265;99.3669;101.74;100.174;99.0266
2032.6041;96.0148;98.5592;99.3618;101.744;100.162;98.9818
2034.5326;95.9748;98.4941;99.3513;101.747;100.152;98.9406
2036.4611;95.9594;98.4531;99.3447;101.747;100.15;98.9135
2038.3895;95.9649;98.4425;99.348;101.742;100.156;98.904
2040.318;95.9741;98.45;99.3585;101.731;100.165;98.9065
2042.2465;95.9664;98.4537;99.3657;101.709;100.167;98.9093
2044.1749;95.931;98.4362;99.3569;101.676;100.154;98.9006
2046.1034;95.8726;98.3956;99.3255;101.637;100.121;98.8752
2048.032;95.8085;98.3447;99.2763;101.602;100.075;98.8379
2049.9604;95.7576;98.3017;99.2227;101.583;100.026;98.8004
2051.8889;95.73;98.2791;99.1794;101.586;99.9879;98.7746
2053.8174;95.7244;98.2789;99.1554;101.608;99.9712;98.7665
2055.7458;95.7331;98.2949;99.1511;101.639;99.9791;98.7752
2057.6743;95.7484;98.3188;99.1604;101.668;100.007;98.7941
2059.6028;95.766;98.3439;99.1743;101.688;100.047;98.8156
2061.5313;95.7846;98.3665;99.1852;101.697;100.084;98.8343
2063.4597;95.8028;98.3847;99.1884;101.698;100.111;98.8482
2065.3882;95.8173;98.3965;99.1825;101.695;100.124;98.8582
2067.3167;95.8231;98.4;99.168;101.69;100.123;98.8653
2069.2451;95.8172;98.3942;99.1465;101.684;100.114;98.8692
2071.1736;95.8001;98.3801;99.1203;101.68;100.1;98.8683
2073.1021;95.7763;98.3611;99.0936;101.681;100.085;98.862
2075.0305;95.7521;98.3425;99.0723;101.69;100.073;98.8517
2076.959;95.733;98.3299;99.0618;101.709;100.067;98.8411
2078.8875;95.723;98.3283;99.0654;101.735;100.069;98.8343
2080.8159;95.7238;98.3399;99.0819;101.763;100.08;98.8333
2082.7444;95.7357;98.3637;99.1055;101.786;100.094;98.8376
2084.6729;95.7571;98.3949;99.1285;101.804;100.108;98.8449
2086.6013;95.7845;98.4263;99.1442;101.818;100.116;98.8532
2088.5298;95.8122;98.4502;99.1496;101.83;100.116;98.8613
2090.4583;95.8337;98.4607;99.1461;101.842;100.112;98.8687
2092.3867;95.8436;98.4555;99.138;101.851;100.108;98.8739
2094.3152;95.8393;98.4362;99.1303;101.852;100.105;98.8742
2096.2437;95.8227;98.4081;99.1259;101.843;100.103;98.8665
2098.1721;95.7995;98.3781;99.1246;101.826;100.098;98.8503
2100.1006;95.7768;98.3533;99.1245;101.808;100.087;98.8287
2102.0291;95.7607;98.3387;99.1234;101.797;100.071;98.8076
2103.9575;95.754;98.3358;99.1212;101.795;100.057;98.7928
2105.886;95.755;98.343;99.12;101.804;100.049;98.7874
2107.8145;95.7598;98.3567;99.1225;101.817;100.052;98.7908
2109.7429;95.7643;98.3734;99.1299;101.831;100.064;98.8006
2111.6714;95.7677;98.3915;99.1406;101.845;100.082;98.8149
2113.5999;95.7726;98.4118;99.1509;101.858;100.101;98.8333
2115.5283;95.7838;98.4355;99.1567;101.874;100.118;98.8559
2117.4568;95.8052;98.463;99.1563;101.892;100.133;98.8822
2119.3853;95.8373;98.4932;99.1517;101.913;100.146;98.9091
2121.3137;95.8766;98.5242;99.147;101.934;100.157;98.9329
2123.2422;95.9183;98.555;99.146;101.957;100.165;98.9505
2125.1707;95.9588;98.5865;99.1501;101.979;100.17;98.9619
2127.0991;95.9975;98.6202;99.1581;102.002;100.175;98.9699
2129.0276;96.0354;98.6561;99.168;102.025;100.183;98.9788
2130.9561;96.0734;98.6904;99.1789;102.048;100.195;98.9915
2132.8845;96.1085;98.7161;99.1914;102.067;100.212;99.0071
2134.813;96.1349;98.7259;99.2062;102.079;100.23;99.0213
2136.7415;96.1464;98.7173;99.2217;102.082;100.245;99.0278
2138.6699;96.1414;98.6957;99.2333;102.073;100.252;99.0229
2140.5984;96.1256;98.6731;99.2368;102.051;100.252;99.0082
2142.5269;96.1107;98.6629;99.2324;102.019;100.249;98.9907
2144.4553;96.1094;98.6731;99.2265;101.983;100.251;98.9804
2146.3838;96.1295;98.7032;99.2281;101.952;100.26;98.985
2148.3123;96.1698;98.7441;99.2427;101.933;100.274;99.0059
2150.2407;96.2198;98.7817;99.267;101.93;100.288;99.0368
2152.1692;96.2615;98.8008;99.2894;101.936;100.293;99.0652
2154.0977;96.2743;98.7891;99.2945;101.938;100.282;99.0765
2156.0261;96.2416;98.7402;99.2704;101.916;100.255;99.0595
2157.9546;96.1588;98.6573;99.2149;101.859;100.216;99.0119
2159.8831;96.0403;98.5552;99.1383;101.772;100.176;98.9433
2161.8115;95.9155;98.4566;99.0587;101.683;100.144;98.8721
