Wavenumber;HDPE;PS
2331.5166;95.3016;97.8154
2333.4451;95.3448;97.8128
2335.3735;95.3653;97.7963
2337.302;95.3762;97.7773
2339.2305;95.3878;97.7716
2341.1589;95.3977;97.7872
2343.0874;95.3962;97.8173
2345.0159;95.378;97.8511
2346.9443;95.3468;97.8841
2348.8728;95.3128;97.9184
2350.8013;95.2901;97.9557
2352.7297;95.2979;97.9931
2354.6582;95.3584;98.0214
2356.5867;95.4832;98.0273
2358.5151;95.6442;98.0045
2360.4436;95.7666;97.9663
2362.3721;95.7995;97.9377
2364.3005;95.7661;97.9303
2366.229;95.7105;97.9398
2368.1575;95.6529;97.9573
2370.0859;95.5971;97.9761
2372.0144;95.5445;97.9929
2373.9429;95.4986;98.0068
2375.8713;95.4616;98.0182
2377.7998;95.4338;98.0286
2379.7283;95.4133;98.0398
2381.6567;95.3983;98.0536
2383.5852;95.3872;98.071
2385.5137;95.3792;98.0917
2387.4421;95.3742;98.1139
2389.3706;95.3716;98.1349
2391.2991;95.3709;98.1523
2393.2275;95.3713;98.1644
2395.156;95.3722;98.1713
2397.0845;95.3734;98.174
2399.0129;95.3745;98.1739
2400.9414;95.3752;98.1717
2402.8699;95.3746;98.1681
2404.7983;95.3719;98.1639
2406.7268;95.3668;98.1603
2408.6553;95.36;98.1586
2410.5837;95.353;98.1591
2412.5122;95.3474;98.1612
2414.4407;95.3437;98.1632
2416.3691;95.3415;98.1634
2418.2976;95.3396;98.1602
2420.2261;95.3367;98.1539
2422.1545;95.3329;98.1456
2424.083;95.3297;98.1378
2426.0115;95.3294;98.1331
2427.9399;95.3334;98.1329
2429.8684;95.3408;98.1364
2431.7969;95.3484;98.1405
2433.7253;95.352;98.1415
2435.6538;95.3488;98.1367
2437.5823;95.339;98.1262
2439.5107;95.3258;98.1132
2441.4392;95.3131;98.1024
2443.3677;95.3033;98.0973
2445.2961;95.2961;98.0987
2447.2246;95.2891;98.1042
2449.1531;95.2805;98.1097
2451.0815;95.2705;98.1113
2453.01;95.2614;98.1077
2454.9385;95.2565;98.1002
2456.8669;95.2575;98.0924
2458.7954;95.2633;98.0878
2460.7239;95.2707;98.0883
2462.6523;95.2758;98.0928
2464.5808;95.2761;98.098
2466.5093;95.271;98.0995
2468.4377;95.2618;98.0951
2470.3662;95.251;98.0857
2472.2947;95.2408;98.0752
2474.2231;95.233;98.068
2476.1516;95.2283;98.0665
2478.0801;95.2257;98.0692
2480.0085;95.2235;98.0717
2481.937;95.2195;98.0695
2483.8655;95.2131;98.0609
2485.7939;95.2051;98.0485
2487.7224;95.1985;98.0376
2489.6509;95.1959;98.033
2491.5793;95.1979;98.0367
2493.5078;95.2026;98.046
2495.4363;95.2061;98.0556
2497.3647;95.2054;98.0605
2499.2932;95.1997;98.0583
2501.2217;95.1914;98.051
2503.1501;95.1836;98.0426
2505.0786;95.1782;98.0371
2507.0071;95.1752;98.0362
2508.9355;95.1727;98.0382
2510.864;95.1693;98.0398
2512.7925;95.1647;98.0384
2514.7209;95.1599;98.0333
2516.6494;95.1556;98.0261
2518.5779;95.1522;98.0199
2520.5063;95.1493;98.0169
2522.4348;95.147;98.0175
2524.3633;95.1461;98.0206
2526.2917;95.1476;98.0238
2528.2202;95.1517;98.0255
2530.1487;95.1568;98.025
2532.0771;95.1603;98.0224
2534.0056;95.1601;98.0188
2535.9341;95.1559;98.0149
2537.8625;95.1495;98.0116
2539.791;95.1435;98.0095
2541.7195;95.1402;98.0089
2543.6479;95.1401;98.0095
2545.5764;95.142;98.0108
2547.5049;95.1439;98.0114
2549.4333;95.1439;98.0097
2551.3618;95.1411;98.0053
2553.2903;95.1357;97.9987
2555.2188;95.1293;97.992
2557.1472;95.1244;97.9878
2559.0757;95.1234;97.9877
2561.0042;95.1271;97.9913
2562.9326;95.1342;97.9963
2564.8611;95.1411;97.9991
2566.7896;95.1435;97.9971
2568.718;95.1384;97.9897
2570.6465;95.1258;97.9782
2572.575;95.1083;97.9655
2574.5034;95.0897;97.9539
2576.4319;95.0736;97.9444
2578.3604;95.0615;97.9366
2580.2888;95.0535;97.929
2582.2173;95.0485;97.9203
2584.1458;95.0452;97.9101
2586.0742;95.0426;97.8991
2588.0027;95.0397;97.8885
2589.9312;95.0353;97.8798
2591.8596;95.0285;97.8739
2593.7881;95.0188;97.8707
2595.7166;95.0068;97.869
2597.645;94.9938;97.8671
2599.5735;94.9814;97.8636
2601.502;94.9711;97.8585
2603.4304;94.9639;97.8533
2605.3589;94.96;97.8497
2607.2874;94.959;97.8492
2609.2158;94.96;97.8514
2611.1443;94.9615;97.8542
2613.0728;94.9618;97.8548
2615.0012;94.9595;97.8513
2616.9297;94.9535;97.8432
2618.8582;94.9436;97.8313
2620.7866;94.9303;97.8172
2622.7151;94.9153;97.8027
2624.6436;94.9006;97.7892
2626.572;94.8886;97.7778
2628.5005;94.8808;97.7699
2630.429;94.8774;97.7659
2632.3574;94.8769;97.7655
2634.2859;94.8767;97.7667
2636.2144;94.8748;97.7667
2638.1428;94.8702;97.7636
2640.0713;94.8638;97.7571
2641.9998;94.8573;97.7488
2643.9282;94.8523;97.7416
2645.8567;94.8499;97.7377
2647.7852;94.8501;97.7374
2649.7136;94.8527;97.7396
2651.6421;94.8571;97.7427
2653.5706;94.8627;97.746
2655.499;94.8687;97.7502
2657.4275;94.8744;97.7566
2659.356;94.879;97.7658
2661.2844;94.8829;97.7773
2663.2129;94.8869;97.7893
2665.1414;94.8919;97.8002
2667.0698;94.8984;97.8092
2668.9983;94.9056;97.8161
2670.9268;94.9118;97.821
2672.8552;94.9154;97.8238
2674.7837;94.9155;97.8236
2676.7122;94.913;97.8202
2678.6406;94.9099;97.8145
2680.5691;94.9086;97.8085
2682.4976;94.9106;97.8044
2684.426;94.9154;97.8035
2686.3545;94.9214;97.8054
2688.283;94.9263;97.809
2690.2114;94.9289;97.8131
2692.1399;94.9293;97.817
2694.0684;94.929;97.8209
2695.9968;94.9298;97.8253
2697.9253;94.9321;97.8297
2699.8538;94.935;97.8331
2701.7822;94.9364;97.8342
2703.7107;94.9344;97.832
2705.6392;94.9287;97.8265
2707.5676;94.9212;97.8191
2709.4961;94.9148;97.8117
2711.4246;94.912;97.8066
2713.353;94.9132;97.8049
2715.2815;94.9166;97.8058
2717.21;94.9189;97.807
2719.1384;94.9174;97.8054
2721.0669;94.9112;97.7995
2722.9954;94.9022;97.7908
2724.9238;94.8932;97.7829
2726.8523;94.8872;97.7798
2728.7808;94.8852;97.783
2730.7092;94.8864;97.7907
2732.6377;94.8893;97.7983
2734.5662;94.8921;97.8018
2736.4946;94.894;97.7999
2738.4231;94.8948;97.7945
2740.3516;94.8941;97.7893
2742.28;94.8917;97.7866
2744.2085;94.8875;97.7863
2746.137;94.8821;97.7863
2748.0654;94.8772;97.7845
2749.9939;94.8743;97.7808
2751.9224;94.8738;97.7766
2753.8508;94.8745;97.774
2755.7793;94.8739;97.7733
2757.7078;94.8696;97.773
2759.6362;94.8608;97.7707
2761.5647;94.8488;97.7648
2763.4932;94.8359;97.756
2765.4216;94.824;97.7468
2767.3501;94.8136;97.7402
2769.2786;94.8042;97.7369
2771.207;94.7949;97.736
2773.1355;94.7859;97.7348
2775.064;94.7782;97.7315
2776.9924;94.7728;97.726
2778.9209;94.7699;97.7199
2780.8494;94.768;97.7154
2782.7778;94.7654;97.7134
2784.7063;94.7606;97.713
2786.6348;94.7535;97.7121
2788.5632;94.7452;97.7089
2790.4917;94.7366;97.7028
2792.4202;94.7279;97.6943
2794.3486;94.718;97.6848
2796.2771;94.7057;97.6748
2798.2056;94.6909;97.6642
2800.134;94.6746;97.6519
2802.0625;94.6584;97.6376
2803.991;94.6438;97.6218
2805.9194;94.6309;97.6061
2807.8479;94.6184;97.5923
2809.7764;94.6046;97.5816
2811.7048;94.5882;97.5739
2813.6333;94.5685;97.5678
2815.5618;94.5455;97.5607
2817.4902;94.5193;97.5502
2819.4187;94.4895;97.5344
2821.3472;94.4554;97.5126
2823.2756;94.4152;97.4847
2825.2041;94.3656;97.4507
2827.1326;94.3009;97.4086
2829.061;94.2129;97.3536
2830.9895;94.0912;97.2792
2832.918;93.9265;97.1789
2834.8464;93.7137;97.0498
2836.7749;93.4563;96.8961
2838.7034;93.1684;96.7292
2840.6318;92.8744;96.5663
2842.5603;92.6046;96.4256
2844.4888;92.3895;96.3218
2846.4172;92.2523;96.2629
2848.3457;92.2042;96.2492
2850.2742;92.2418;96.2757
2852.2026;92.3501;96.3342
2854.1311;92.5077;96.416
2856.0596;92.6917;96.5123
2857.988;92.8813;96.6139
2859.9165;93.059;96.7107
2861.845;93.2105;96.7924
2863.7734;93.3256;96.8512
2865.7019;93.3989;96.8832
2867.6304;93.431;96.8899
2869.5588;93.4267;96.876
2871.4873;93.3936;96.8476
2873.4158;93.3384;96.8091
2875.3442;93.2658;96.7631
2877.2727;93.1784;96.7105
2879.2012;93.0779;96.6519
2881.1296;92.9658;96.5883
2883.0581;92.8436;96.5203
2884.9866;92.7117;96.4476
2886.915;92.5691;96.3678
2888.8435;92.4129;96.2779
2890.772;92.2388;96.1746
2892.7004;92.0425;96.056
2894.6289;91.8201;95.9217
2896.5574;91.5694;95.7731
2898.4858;91.2913;95.6128
2900.4143;90.9907;95.445
2902.3428;90.6767;95.2754
2904.2712;90.3605;95.1108
2906.1997;90.0528;94.9573
2908.1282;89.761;94.8194
2910.0566;89.4892;94.6983
2911.9851;89.2403;94.5926
2913.9136;89.0196;94.5009
2915.842;88.8373;94.4239
2917.7705;88.7088;94.3667
2919.699;88.651;94.3381
2921.6274;88.6784;94.3483
2923.5559;88.7992;94.4056
2925.4844;89.0138;94.5133
2927.4128;89.3153;94.6697
2929.3413;89.6907;94.868
2931.2698;90.1234;95.099
2933.1982;90.5939;95.3518
2935.1267;91.0821;95.6158
2937.0552;91.568;95.8808
2938.9836;92.0344;96.1379
2940.9121;92.4681;96.3802
2942.8406;92.8615;96.6035
2944.769;93.2124;96.8059
2946.6975;93.5228;96.9873
2948.626;93.7965;97.1482
2950.5544;94.0369;97.2888
2952.4829;94.2457;97.4089
2954.4114;94.424;97.5088
2956.3398;94.5731;97.5902
2958.2683;94.6962;97.6558
2960.1968;94.7974;97.7091
2962.1252;94.8812;97.7532
2964.0537;94.9499;97.7893
2965.9822;95.0039;97.8174
2967.9106;95.0421;97.8363
2969.8391;95.0642;97.845
2971.7676;95.0721;97.844
2973.696;95.0699;97.8356
2975.6245;95.0626;97.824
2977.553;95.0547;97.8138
2979.4814;95.0488;97.8089
2981.4099;95.0448;97.8102
2983.3384;95.0387;97.8144
2985.2668;95.0225;97.8146
2987.1953;94.9843;97.8012
2989.1238;94.911;97.7655
2991.0522;94.794;97.7028
2992.9807;94.6354;97.6149
2994.9092;94.4514;97.5114
2996.8376;94.2691;97.407
2998.7661;94.1177;97.3173
3000.6946;94.0174;97.2538
3002.623;93.9713;97.2199
3004.5515;93.9623;97.2088
3006.48;93.9572;97.2041
3008.4084;93.912;97.1815
3010.3369;93.7792;97.1124
3012.2654;93.5161;96.97
3014.1938;93.0979;96.7381
3016.1223;92.5325;96.4203
3018.0508;91.8719;96.0465
3019.9792;91.2107;95.671
3021.9077;90.6673;95.3612
3023.8362;90.352;95.1788
3025.7646;90.3322;95.1613
3027.6931;90.6108;95.31
3029.6216;91.1249;95.5908
3031.55;91.769;95.9469
3033.4785;92.4298;96.3173
3035.407;93.0187;96.6546
3037.3354;93.4877;96.932
3039.2639;93.8262;97.141
3041.1924;94.0447;97.2835
3043.1208;94.1592;97.3635
3045.0493;94.1805;97.3837
3046.9778;94.1142;97.3466
3048.9063;93.9664;97.2579
3050.8347;93.7522;97.1298
3052.7632;93.5017;96.9822
3054.6917;93.2586;96.841
3056.6201;93.0726;96.733
3058.5486;92.9857;96.6801
3060.4771;93.02;96.6942
3062.4055;93.1694;96.7736
3064.334;93.4018;96.903
3066.2625;93.6676;97.0569
3068.1909;93.9134;97.2054
3070.1194;94.0955;97.3208
3072.0479;94.1884;97.3849
3073.9763;94.1896;97.3931
3075.9048;94.12;97.3562
3077.8333;94.0201;97.2981
3079.7617;93.9411;97.2495
3081.6902;93.9299;97.2378
3083.6187;94.0139;97.2786
3085.5471;94.191;97.3711
3087.4756;94.4314;97.5003
3089.4041;94.6892;97.6434
3091.3325;94.9188;97.7775
3093.261;95.0891;97.8861
3095.1895;95.1908;97.9614
3097.1179;95.2345;98.0044
3099.0464;95.2439;98.023
3100.9749;95.2452;98.029
3102.9033;95.2595;98.034
3104.8318;95.2977;98.0474
3106.7603;95.3603;98.0738
3108.6887;95.4402;98.1132
3110.6172;95.5261;98.1613
3112.5457;95.6069;98.2121
3114.4741;95.6743;98.2586
3116.4026;95.7236;98.2956
3118.3311;95.7542;98.3198
3120.2595;95.7681;98.3308
3122.188;95.7695;98.331
3124.1165;95.764;98.3246
3126.0449;95.7577;98.3164
3127.9734;95.7556;98.3102
3129.9019;95.7598;98.3077
3131.8303;95.7689;98.309
3133.7588;95.7786;98.3126
3135.6873;95.784;98.3167
3137.6157;95.7821;98.3196
3139.5442;95.7731;98.3198
3141.4727;95.7604;98.3164
3143.4011;95.7483;98.3091
3145.3296;95.7405;98.2994
3147.2581;95.7385;98.2898
3149.1865;95.7407;98.283
3151.115;95.7441;98.2805
3153.0435;95.7447;98.2812
3154.9719;95.74;98.2823
3156.9004;95.7296;98.2809
3158.8289;95.7154;98.276
3160.7573;95.701;98.2693
3162.6858;95.6903;98.2636
3164.6143;95.6856;98.2615
3166.5427;95.6878;98.2628
3168.4712;95.6971;98.274
3170.3997;95.7079;98.2767
3172.3281;95.7183;98.278
3174.2566;95.7245;98.2782
3176.1851;95.7241;98.2784
3178.1135;95.7168;98.2787
3180.042;95.7049;98.2776
3181.9705;95.6922;98.273
3183.8989;95.6822;98.264
3185.8274;95.6761;98.2514
3187.7559;95.6723;98.2379
3189.6843;95.6684;98.2264
3191.6128;95.6631;98.2189
3193.5413;95.6572;98.2158
3195.4697;95.6533;98.216
3197.3982;95.6529;98.2183
3199.3267;95.6558;98.2217
3201.2551;95.6601;98.2262
3203.1836;95.6642;98.2327
3205.1121;95.6684;98.2421
3207.0405;95.675;98.2549
3208.969;95.6858;98.2704
3210.8975;95.7001;98.2864
3212.8259;95.7149;98.3
3214.7544;95.726;98.3087
3216.6829;95.7312;98.3113
3218.6113;95.7311;98.3092
3220.5398;95.728;98.3045
3222.4683;95.7243;98.2995
3224.3967;95.7206;98.2947
3226.3252;95.7166;98.2893
3228.2537;95.7119;98.2823
3230.1821;95.7077;98.2733
3232.1106;95.7051;98.264
3234.0391;95.7045;98.2567
3235.9675;95.7043;98.2528
3237.896;95.7017;98.2522
3239.8245;95.6951;98.2529
3241.7529;95.6854;98.2526
3243.6814;95.6754;98.2505
3245.6099;95.6686;98.2474
3247.5383;95.6663;98.2449
3249.4668;95.6678;98.2442
3251.3953;95.6706;98.2446
3253.3237;95.6728;98.2446
3255.2522;95.674;98.2429
3257.1807;95.6754;98.24
3259.1091;95.6783;98.2378
3261.0376;95.6829;98.2383
3262.9661;95.6876;98.2423
3264.8945;95.6896;98.2489
3266.823;95.6869;98.2562
3268.7515;95.6792;98.2628
3270.6799;95.6688;98.2683
3272.6084;95.6601;98.2728
3274.5369;95.6574;98.2767
3276.4653;95.6628;98.2796
3278.3938;95.6742;98.281
3280.3223;95.6866;98.2808
3282.2507;95.6935;98.2795
3284.1792;95.691;98.2783
3286.1077;95.6794;98.2782
3288.0361;95.6627;98.2792
3289.9646;95.6467;98.2803
3291.8931;95.636;98.2806
3293.8215;95.6321;98.2792
3295.75;95.6339;98.2759
3297.6785;95.6385;98.2712
3299.6069;95.6436;98.266
3301.5354;95.6474;98.2607
3303.4639;95.6487;98.2547
3305.3923;95.6467;98.2468
3307.3208;95.6407;98.2355
3309.2493;95.6304;98.2205
3311.1777;95.6172;98.2037
3313.1062;95.604;98.1891
3315.0347;95.5948;98.181
3316.9631;95.5933;98.1819
3318.8916;95.6014;98.1909
3320.8201;95.6178;98.205
3322.7485;95.6382;98.2207
3324.677;95.6568;98.2362
3326.6055;95.6691;98.2518
3328.5339;95.6737;98.2684
3330.4624;95.6732;98.2852
3332.3909;95.6712;98.2992
3334.3193;95.6701;98.3063
3336.2478;95.6696;98.3041
3338.1763;95.6667;98.2929
3340.1047;95.6595;98.2765
3342.0332;95.6485;98.2595
3343.9617;95.6373;98.2455
3345.8901;95.63;98.236
3347.8186;95.6288;98.2303
3349.7471;95.6324;98.227
3351.6755;95.6373;98.2251
3353.604;95.6403;98.2241
3355.5325;95.6409;98.2244
3357.4609;95.641;98.2264
3359.3894;95.6431;98.2303
3361.3179;95.6483;98.2353
3363.2463;95.6552;98.2398
3365.1748;95.6608;98.242
3367.1033;95.6628;98.2414
3369.0317;95.6602;98.2386
3370.9602;95.6531;98.235
3372.8887;95.6415;98.2313
3374.8171;95.6252;98.2263
3376.7456;95.6046;98.2176
3378.6741;95.582;98.2037
3380.6025;95.5623;98.1861
3382.531;95.5508;98.1687
3384.4595;95.5505;98.1565
3386.3879;95.5595;98.1514
3388.3164;95.5716;98.1515
3390.2449;95.5795;98.1523
3392.1733;95.5799;98.151
3394.1018;95.5751;98.1492
3396.0303;95.5712;98.1524
3397.9587;95.5739;98.1664
3399.8872;95.5845;98.192
3401.8157;95.5995;98.2236
3403.7441;95.614;98.2514
3405.6726;95.6247;98.2669
3407.6011;95.632;98.2672
3409.5295;95.6379;98.2562
3411.458;95.6438;98.2415
3413.3865;95.6484;98.2301
3415.3149;95.6493;98.2257
3417.2434;95.6454;98.2282
3419.1719;95.6389;98.2356
3421.1003;95.6337;98.2456
3423.0288;95.6335;98.2564
3424.9573;95.6389;98.2667
3426.8857;95.6473;98.275
3428.8142;95.6544;98.2804
3430.7427;95.657;98.2832
3432.6711;95.6543;98.2847
3434.5996;95.6478;98.2859
3436.5281;95.6404;98.2871
3438.4565;95.6347;98.2866
3440.385;95.6323;98.283
3442.3135;95.6332;98.2755
3444.2419;95.6356;98.2656
3446.1704;95.6366;98.2563
3448.0989;95.6343;98.2501
3450.0273;95.6287;98.2479
3451.9558;95.6221;98.2488
3453.8843;95.6171;98.2509
3455.8127;95.6147;98.2529
3457.7412;95.6138;98.2543
3459.6697;95.6123;98.2556
3461.5981;95.609;98.2573
3463.5266;95.6055;98.2596
3465.4551;95.6048;98.2616
3467.3835;95.6087;98.2619
3469.312;95.616;98.2582
3471.2405;95.6226;98.2491
3473.1689;95.6245;98.2349
3475.0974;95.6196;98.218
3477.0259;95.6095;98.2023
3478.9543;95.5976;98.1913
3480.8828;95.5873;98.1867
3482.8113;95.5809;98.1878
3484.7397;95.5795;98.1925
3486.6682;95.5842;98.1993
3488.5967;95.5952;98.2078
3490.5251;95.6111;98.2182
3492.4536;95.6279;98.2297
3494.3821;95.6409;98.2403
3496.3105;95.6462;98.2474
3498.239;95.6437;98.2494
3500.1675;95.6367;98.2472
3502.0959;95.63;98.2427
3504.0244;95.6269;98.2378
3505.9529;95.6274;98.2324
3507.8813;95.6297;98.2255
3509.8098;95.6316;98.217
3511.7383;95.6324;98.2091
3513.6667;95.6327;98.2057
3515.5952;95.6332;98.2094
3517.5237;95.6344;98.2198
3519.4521;95.6367;98.2322
3521.3806;95.6406;98.2403
3523.3091;95.646;98.2387
3525.2375;95.6517;98.2269
3527.166;95.6544;98.2088
3529.0945;95.6507;98.1904
3531.0229;95.6395;98.1763
3532.9514;95.6234;98.1678
3534.8799;95.6077;98.1635
3536.8083;95.5976;98.1615
3538.7368;95.5959;98.1605
3540.6653;95.6018;98.1604
3542.5938;95.6117;98.162
3544.5222;95.6222;98.1658
3546.4507;95.6313;98.1715
3548.3792;95.6388;98.1784
3550.3076;95.6441;98.1856
3552.2361;95.645;98.1926
3554.1646;95.6377;98.1991
3556.093;95.6197;98.2044
3558.0215;95.5921;98.2075
3559.95;95.5605;98.2071
3561.8784;95.5345;98.2028
3563.8069;95.5238;98.1962
3565.7354;95.5332;98.191
3567.6638;95.5575;98.1896
3569.5923;95.5853;98.1913
3571.5208;95.606;98.1936
3573.4492;95.6156;98.1947
3575.3777;95.6161;98.1955
3577.3062;95.612;98.1978
3579.2346;95.6072;98.2027
3581.1631;95.6036;98.2086
3583.0916;95.6008;98.212
3585.02;95.5977;98.2091
3586.9485;95.5937;98.1982
3588.877;95.59;98.182
3590.8054;95.5888;98.1659
3592.7339;95.5908;98.1547
3594.6624;95.5949;98.1501
3596.5908;95.599;98.1505
3598.5193;95.6011;98.1533
3600.4478;95.6008;98.1562
3602.3762;95.5986;98.1583
3604.3047;95.5953;98.1596
3606.2332;95.5911;98.16
3608.1616;95.5856;98.1591
3610.0901;95.5781;98.1566
3612.0186;95.5683;98.1535
3613.947;95.5572;98.1519
3615.8755;95.5464;98.1538
3617.804;95.5376;98.1594
3619.7324;95.5318;98.1672
3621.6609;95.5294;98.174
3623.5894;95.531;98.1766
3625.5178;95.5371;98.1725
3627.4463;95.5462;98.1621
3629.3748;95.5534;98.1487
3631.3032;95.5534;98.1369
3633.2317;95.5435;98.1293
3635.1602;95.5247;98.1258
3637.0886;95.4994;98.125
3639.0171;95.4709;98.1254
3640.9456;95.4441;98.1246
3642.874;95.4265;98.1201
3644.8025;95.4271;98.1111
3646.731;95.4511;98.1013
3648.6594;95.4918;98.0973
3650.5879;95.5313;98.1012
3652.5164;95.5535;98.1075
3654.4448;95.5548;98.1098
3656.3733;95.5412;98.1078
3658.3018;95.5211;98.1064
3660.2302;95.5004;98.1107
3662.1587;95.4826;98.1234
3664.0872;95.4691;98.143
3666.0156;95.4614;98.1635
3667.9441;95.4621;98.177
3669.8726;95.4744;98.177
3671.801;95.4982;98.165
3673.7295;95.526;98.1522
3675.658;95.547;98.1495
3677.5864;95.5556;98.158
3679.5149;95.5535;98.1718
3681.4434;95.5458;98.1851
3683.3718;95.539;98.1934
3685.3003;95.5401;98.1942
3687.2288;95.5516;98.1877
3689.1572;95.5679;98.1783
3691.0857;95.5776;98.1702
3693.0142;95.5726;98.1629
3694.9426;95.5527;98.1518
3696.8711;95.5232;98.1329
3698.7996;95.4904;98.1058
3700.728;95.4606;98.0745
3702.6565;95.4393;98.0461
3704.585;95.4304;98.028
3706.5134;95.4344;98.0243
3708.4419;95.4463;98.0327
3710.3704;95.4564;98.0456
3712.2988;95.4558;98.0541
3714.2273;95.4429;98.0541
3716.1558;95.4229;98.047
3718.0842;95.4038;98.0374
3720.0127;95.3918;98.029
3721.9412;95.3884;98.0243
3723.8696;95.3901;98.0237
3725.7981;95.3912;98.0264
3727.7266;95.3883;98.0301
3729.655;95.3838;98.032
3731.5835;95.3834;98.0304
3733.512;95.3906;98.026
3735.4404;95.4025;98.0226
3737.3689;95.4117;98.0244
3739.2974;95.413;98.0335
3741.2258;95.4078;98.0485
3743.1543;95.4027;98.0643
3745.0828;95.4053;98.0738
3747.0112;95.4174;98.0699
3748.9397;95.4328;98.0512
3750.8682;95.4421;98.0248
3752.7966;95.4425;98.0016
3754.7251;95.4374;97.9895
3756.6536;95.4322;97.9897
3758.582;95.4309;97.9988
3760.5105;95.4346;98.012
3762.439;95.4425;98.0252
3764.3674;95.4522;98.0368
3766.2959;95.4601;98.0478
3768.2244;95.4632;98.0595
3770.1528;95.4602;98.0717
3772.0813;95.4516;98.082
3774.0098;95.4397;98.0879
3775.9382;95.4275;98.0884
3777.8667;95.4184;98.0845
3779.7952;95.4151;98.0786
3781.7236;95.4184;98.073
3783.6521;95.4268;98.0691
3785.5806;95.4371;98.0666
3787.509;95.4454;98.0655
3789.4375;95.4492;98.0662
3791.366;95.4473;98.0698
3793.2944;95.4407;98.0762
3795.2229;95.4318;98.084
3797.1514;95.424;98.0899
3799.0798;95.4193;98.0899
3801.0083;95.4167;98.0819
3802.9368;95.4131;98.0676
3804.8652;95.4063;98.0527
3806.7937;95.3968;98.0425
3808.7222;95.3869;98.04
3810.6506;95.38;98.0443
3812.5791;95.38;98.0521
3814.5076;95.39;98.0583
3816.436;95.4087;98.0577
3818.3645;95.4275;98.0485
3820.293;95.4354;98.0336
3822.2214;95.4282;98.0198
3824.1499;95.4109;98.0126
3826.0784;95.3903;98.0131
3828.0068;95.3706;98.0189
3829.9353;95.3547;98.0264
3831.8638;95.3461;98.0324
3833.7922;95.3495;98.0349
3835.7207;95.3667;98.0344
3837.6492;95.3919;98.0331
3839.5776;95.4134;98.033
3841.5061;95.4219;98.0341
3843.4346;95.4147;98.0353
3845.363;95.3951;98.0347
3847.2915;95.3703;98.0292
3849.22;95.3512;98.0165
3851.1484;95.3471;97.9985
3853.0769;95.3581;97.983
3855.0054;95.3745;97.9792
3856.9338;95.386;97.9885
3858.8623;95.3893;98.0049
3860.7908;95.3869;98.0211
3862.7192;95.3839;98.0325
3864.6477;95.3856;98.0372
3866.5762;95.3941;98.0369
3868.5046;95.4053;98.0348
3870.4331;95.4124;98.0332
3872.3616;95.4111;98.0317
3874.29;95.4017;98.0297
3876.2185;95.3873;98.0275
3878.147;95.372;98.0268
3880.0754;95.3595;98.0292
3882.0039;95.353;98.0339
3883.9324;95.3532;98.0375
3885.8608;95.359;98.0358
3887.7893;95.3666;98.0284
3889.7178;95.3716;98.0191
3891.6462;95.3699;98.0133
3893.5747;95.3599;98.0133
3895.5032;95.3435;98.0166
3897.4316;95.3265;98.0173
3899.3601;95.3168;98.0104
3901.2886;95.3202;97.9965
3903.217;95.3352;97.9832
3905.1455;95.3541;97.9795
3907.074;95.368;97.9875
3909.0024;95.3723;98.0023
3910.9309;95.3683;98.0163
3912.8594;95.3624;98.0243
3914.7878;95.3626;98.0251
3916.7163;95.3737;98.0221
3918.6448;95.3933;98.0206
3920.5732;95.4126;98.024
3922.5017;95.422;98.0311
3924.4302;95.4173;98.0378
3926.3586;95.4011;98.0406
3928.2871;95.3808;98.0383
3930.2156;95.3644;98.0329
3932.144;95.357;98.028
3934.0725;95.3595;98.0262
3936.001;95.369;98.0282
3937.9294;95.3817;98.0325
3939.8579;95.3943;98.0369
3941.7864;95.4043;98.0386
3943.7148;95.4105;98.0365
3945.6433;95.4121;98.0315
3947.5718;95.4094;98.0268
3949.5002;95.4038;98.0256
3951.4287;95.3967;98.0293
3953.3572;95.3888;98.0356
3955.2856;95.3802;98.0399
3957.2141;95.3705;98.0378
3959.1426;95.36;98.0282
3961.071;95.3497;98.0144
3962.9995;95.3412;98.0018
3964.928;95.3365;97.9949
3966.8564;95.3366;97.9941
3968.7849;95.3414;97.9961
3970.7134;95.3499;97.9964
3972.6418;95.3601;97.9923
3974.5703;95.3705;97.9856
3976.4988;95.3795;97.9807
3978.4272;95.3863;97.9818
3980.3557;95.39;97.9909
3982.2842;95.3904;98.0061
3984.2126;95.3875;98.0233
3986.1411;95.3825;98.0381
3988.0696;95.3775;98.0475
3989.998;95.3751;98.0502
3991.9265;95.3767;98.0465
3993.855;95.382;98.0384
3995.7834;95.3893;98.0289
3997.7119;95.3966;98.0221
3999.6404;95.4029;98.0148
4001.5688;95.4232;98.0324
